time,signal
0.4556,-0.57
0.4583,-0.59
0.4611,-0.62
0.4639,-0.635
0.4667,-0.67
0.4694,-0.675
0.4722,-0.685
0.475,-0.685
0.4778,-0.72
0.4806,-0.705
0.4833,-0.705
0.4861,-0.71
0.4889,-0.705
0.4917,-0.705
0.4944,-0.715
0.4972,-0.73
0.5,-0.73
0.5028,-0.745
0.5056,-0.755
0.5083,-0.755
0.5111,-0.75
0.5139,-0.74
0.5167,-0.73
0.5194,-0.71
0.5222,-0.715
0.525,-0.695
0.5278,-0.705
0.5306,-0.71
0.5333,-0.71
0.5361,-0.74
0.5389,-0.725
0.5417,-0.74
0.5444,-0.74
0.5472,-0.74
0.55,-0.72
0.5528,-0.705
0.5556,-0.695
0.5583,-0.69
0.5611,-0.695
0.5639,-0.695
0.5667,-0.72
0.5694,-0.71
0.5722,-0.715
0.575,-0.74
0.5778,-0.73
0.5806,-0.715
0.5833,-0.695
0.5861,-0.69
0.5889,-0.69
0.5917,-0.69
0.5944,-0.7
0.5972,-0.705
0.6,-0.72
0.6028,-0.72
0.6056,-0.74
0.6083,-0.745
0.6111,-0.755
0.6139,-0.745
0.6167,-0.735
0.6194,-0.715
0.6222,-0.725
0.625,-0.72
0.6278,-0.735
0.6306,-0.745
0.6333,-0.755
0.6361,-0.755
0.6389,-0.76
0.6417,-0.78
0.6444,-0.78
0.6472,-0.77
0.65,-0.77
0.6528,-0.775
0.6556,-0.745
0.6583,-0.745
0.6611,-0.76
0.6639,-0.75
0.6667,-0.765
0.6694,-0.79
0.6722,-0.8
0.675,-0.81
0.6778,-0.82
0.6806,-0.815
0.6833,-0.81
0.6861,-0.805
0.6889,-0.8
0.6917,-0.795
0.6944,-0.8
0.6972,-0.81
0.7,-0.81
0.7028,-0.825
0.7056,-0.835
0.7083,-0.835
0.7111,-0.825
0.7139,-0.815
0.7167,-0.835
0.7194,-0.805
0.7222,-0.815
0.725,-0.79
0.7278,-0.795
0.7306,-0.81
0.7333,-0.815
0.7361,-0.825
0.7389,-0.835
0.7417,-0.835
0.7444,-0.835
0.7472,-0.83
0.75,-0.825
0.7528,-0.825
0.7556,-0.82
0.7583,-0.82
0.7611,-0.825
0.7639,-0.84
0.7667,-0.84
0.7694,-0.86
0.7722,-0.86
0.775,-0.85
0.7778,-0.855
0.7806,-0.83
0.7833,-0.815
0.7861,-0.83
0.7889,-0.825
0.7917,-0.825
0.7944,-0.825
0.7972,-0.83
0.8,-0.83
0.8028,-0.825
0.8056,-0.84
0.8083,-0.84
0.8111,-0.83
0.8139,-0.805
0.8167,-0.78
0.8194,-0.755
0.8222,-0.735
0.825,-0.72
0.8278,-0.715
0.8306,-0.695
0.8333,-0.675
0.8361,-0.67
0.8389,-0.67
0.8417,-0.65
0.8444,-0.65
0.8472,-0.6
0.85,-0.555
0.8528,-0.535
0.8556,-0.52
0.8583,-0.515
0.8611,-0.525
0.8639,-0.555
0.8667,-0.6
0.8694,-0.635
0.8722,-0.67
0.875,-0.68
0.8778,-0.705
0.8806,-0.72
0.8833,-0.73
0.8861,-0.76
0.8889,-0.785
0.8917,-0.82
0.8944,-0.825
0.8972,-0.85
0.9,-0.87
0.9028,-0.86
0.9056,-0.87
0.9083,-0.87
0.9111,-0.87
0.9139,-0.86
0.9167,-0.85
0.9194,-0.85
0.9222,-0.85
0.925,-0.85
0.9278,-0.845
0.9306,-0.845
0.9333,-0.86
0.9361,-0.87
0.9389,-0.88
0.9417,-0.88
0.9444,-0.87
0.9472,-0.86
0.95,-0.855
0.9528,-0.845
0.9556,-0.845
0.9583,-0.84
0.9611,-0.83
0.9639,-0.845
0.9667,-0.855
0.9694,-0.87
0.9722,-0.9
0.975,-0.92
0.9778,-0.91
0.9806,-0.9
0.9833,-0.825
0.9861,-0.695
0.9889,-0.495
0.9917,-0.2
0.9944,0.15
0.9972,0.525
1.0,0.885
1.0028,1.17
1.0056,1.31
1.0083,1.36
1.0111,1.28
1.0139,1.06
1.0167,0.7
1.0194,0.215
1.0222,-0.31
1.025,-0.77
1.0278,-0.98
1.0306,-1.015
1.0333,-0.895
1.0361,-0.75
1.0389,-0.645
1.0417,-0.615
1.0444,-0.64
1.0472,-0.68
1.05,-0.76
1.0528,-0.795
1.0556,-0.825
1.0583,-0.835
1.0611,-0.85
1.0639,-0.845
1.0667,-0.85
1.0694,-0.85
1.0722,-0.85
1.075,-0.855
1.0778,-0.86
1.0806,-0.865
1.0833,-0.855
1.0861,-0.85
1.0889,-0.835
1.0917,-0.835
1.0944,-0.84
1.0972,-0.845
1.1,-0.855
1.1028,-0.89
1.1056,-0.89
1.1083,-0.885
1.1111,-0.875
1.1139,-0.87
1.1167,-0.85
1.1194,-0.875
1.1222,-0.86
1.125,-0.855
1.1278,-0.85
1.1306,-0.845
1.1333,-0.86
1.1361,-0.855
1.1389,-0.875
1.1417,-0.865
1.1444,-0.865
1.1472,-0.86
1.15,-0.85
1.1528,-0.85
1.1556,-0.85
1.1583,-0.84
1.1611,-0.835
1.1639,-0.84
1.1667,-0.84
1.1694,-0.85
1.1722,-0.845
1.175,-0.845
1.1778,-0.85
1.1806,-0.835
1.1833,-0.83
1.1861,-0.815
1.1889,-0.805
1.1917,-0.77
1.1944,-0.785
1.1972,-0.785
1.2,-0.785
1.2028,-0.795
1.2056,-0.8
1.2083,-0.79
1.2111,-0.775
1.2139,-0.765
1.2167,-0.75
1.2194,-0.735
1.2222,-0.725
1.225,-0.725
1.2278,-0.715
1.2306,-0.71
1.2333,-0.71
1.2361,-0.705
1.2389,-0.7
1.2417,-0.685
1.2444,-0.665
1.2472,-0.635
1.25,-0.615
1.2528,-0.585
1.2556,-0.555
1.2583,-0.54
1.2611,-0.53
1.2639,-0.515
1.2667,-0.5
1.2694,-0.495
1.2722,-0.485
1.275,-0.48
1.2778,-0.465
1.2806,-0.445
1.2833,-0.42
1.2861,-0.395
1.2889,-0.38
1.2917,-0.34
1.2944,-0.35
1.2972,-0.345
1.3,-0.335
1.3028,-0.35
1.3056,-0.35
1.3083,-0.34
1.3111,-0.33
1.3139,-0.32
1.3167,-0.305
1.3194,-0.295
1.3222,-0.295
1.325,-0.305
1.3278,-0.31
1.3306,-0.325
1.3333,-0.38
1.3361,-0.405
1.3389,-0.445
1.3417,-0.485
1.3444,-0.52
1.3472,-0.52
1.35,-0.55
1.3528,-0.565
1.3556,-0.59
1.3583,-0.61
1.3611,-0.64
1.3639,-0.665
1.3667,-0.7
1.3694,-0.73
1.3722,-0.755
1.375,-0.775
1.3778,-0.79
1.3806,-0.795
1.3833,-0.79
1.3861,-0.795
1.3889,-0.78
1.3917,-0.8
1.3944,-0.82
1.3972,-0.825
1.4,-0.84
1.4028,-0.845
1.4056,-0.865
1.4083,-0.865
1.4111,-0.87
1.4139,-0.85
1.4167,-0.85
1.4194,-0.84
1.4222,-0.825
1.425,-0.825
1.4278,-0.845
1.4306,-0.855
1.4333,-0.85
1.4361,-0.865
1.4389,-0.875
1.4417,-0.87
1.4444,-0.87
1.4472,-0.875
1.45,-0.845
1.4528,-0.815
1.4556,-0.795
1.4583,-0.795
1.4611,-0.785
1.4639,-0.775
1.4667,-0.785
1.4694,-0.795
1.4722,-0.82
1.475,-0.815
1.4778,-0.82
1.4806,-0.805
1.4833,-0.8
1.4861,-0.77
1.4889,-0.74
1.4917,-0.675
1.4944,-0.6
1.4972,-0.46
1.5,-0.315
1.5028,-0.175
1.5056,-0.035
1.5083,0.12
1.5111,0.32
1.5139,0.53
1.5167,0.75
1.5194,0.995
1.5222,1.24
1.525,1.47
1.5278,1.665
1.5306,1.83
1.5333,1.955
1.5361,2.04
1.5389,2.07
1.5417,2.06
1.5444,2.05
1.5472,2.03
1.55,1.98
1.5528,1.88
1.5556,1.815
1.5583,1.765
1.5611,1.725
1.5639,1.705
1.5667,1.725
1.5694,1.72
1.5722,1.74
1.575,1.69
1.5778,1.62
1.5806,1.5
1.5833,1.36
1.5861,1.195
1.5889,0.985
1.5917,0.76
1.5944,0.45
1.5972,0.06
1.6,-0.34
1.6028,-0.67
1.6056,-0.9
1.6083,-1.02
1.6111,-1.035
1.6139,-1.01
1.6167,-0.96
1.6194,-0.965
1.6222,-0.975
1.625,-1.025
1.6278,-1.075
1.6306,-1.135
1.6333,-1.175
1.6361,-1.2
1.6389,-1.215
1.6417,-1.255
1.6444,-1.27
1.6472,-1.26
1.65,-1.255
1.6528,-1.265
1.6556,-1.29
1.6583,-1.265
1.6611,-1.295
1.6639,-1.31
1.6667,-1.335
1.6694,-1.335
1.6722,-1.365
1.675,-1.365
1.6778,-1.39
1.6806,-1.405
1.6833,-1.405
1.6861,-1.41
1.6889,-1.415
1.6917,-1.43
1.6944,-1.445
1.6972,-1.465
1.7,-1.475
1.7028,-1.49
1.7056,-1.495
1.7083,-1.515
1.7111,-1.525
1.7139,-1.53
1.7167,-1.53
1.7194,-1.535
1.7222,-1.535
1.725,-1.53
1.7278,-1.545
1.7306,-1.555
1.7333,-1.57
1.7361,-1.585
1.7389,-1.6
1.7417,-1.605
1.7444,-1.61
1.7472,-1.62
1.75,-1.625
1.7528,-1.6
1.7556,-1.605
1.7583,-1.62
1.7611,-1.605
1.7639,-1.62
1.7667,-1.655
1.7694,-1.685
1.7722,-1.725
1.775,-1.775
1.7778,-1.825
1.7806,-1.87
1.7833,-1.925
1.7861,-1.96
1.7889,-2.01
1.7917,-2.065
1.7944,-2.125
1.7972,-2.175
1.8,-2.23
1.8028,-2.27
1.8056,-2.29
1.8083,-2.305
1.8111,-2.325
1.8139,-2.325
1.8167,-2.29
1.8194,-2.295
1.8222,-2.275
1.825,-2.26
1.8278,-2.255
1.8306,-2.25
1.8333,-2.225
1.8361,-2.21
1.8389,-2.18
1.8417,-2.14
1.8444,-2.11
1.8472,-2.035
1.85,-1.995
1.8528,-1.93
1.8556,-1.865
1.8583,-1.795
1.8611,-1.73
1.8639,-1.69
1.8667,-1.64
1.8694,-1.575
1.8722,-1.53
1.875,-1.47
1.8778,-1.415
1.8806,-1.36
1.8833,-1.32
1.8861,-1.27
1.8889,-1.235
1.8917,-1.2
1.8944,-1.195
1.8972,-1.18
1.9,-1.17
1.9028,-1.165
1.9056,-1.16
1.9083,-1.16
1.9111,-1.155
1.9139,-1.155
1.9167,-1.125
1.9194,-1.125
1.9222,-1.115
1.925,-1.115
1.9278,-1.145
1.9306,-1.115
1.9333,-1.105
1.9361,-1.12
1.9389,-1.13
1.9417,-1.12
1.9444,-1.115
1.9472,-1.12
1.95,-1.12
1.9528,-1.095
1.9556,-1.09
1.9583,-1.065
1.9611,-1.08
1.9639,-1.08
1.9667,-1.07
1.9694,-1.075
1.9722,-1.085
1.975,-1.085
1.9778,-1.095
1.9806,-1.075
1.9833,-1.055
1.9861,-1.065
1.9889,-1.055
1.9917,-1.055
1.9944,-1.06
1.9972,-1.05
2.0,-1.055
2.0028,-1.07
2.0056,-1.07
2.0083,-1.065
2.0111,-1.065
2.0139,-1.075
2.0167,-1.055
2.0194,-1.06
2.0222,-1.03
2.025,-1.03
2.0278,-1.03
2.0306,-1.025
2.0333,-1.035
2.0361,-1.035
2.0389,-1.045
2.0417,-1.055
2.0444,-1.04
2.0472,-1.04
2.05,-1.035
2.0528,-1.045
2.0556,-1.015
2.0583,-1.005
2.0611,-1.01
2.0639,-1.01
2.0667,-1.005
2.0694,-1.015
2.0722,-1.035
2.075,-1.035
2.0778,-1.03
2.0806,-1.02
2.0833,-1.015
2.0861,-1.005
2.0889,-1.02
2.0917,-1.005
2.0944,-1.0
2.0972,-1.005
2.1,-1.005
2.1028,-1.0
2.1056,-0.995
2.1083,-1.005
2.1111,-1.015
2.1139,-1.015
2.1167,-1.005
2.1194,-0.995
2.1222,-0.98
2.125,-0.975
2.1278,-0.98
2.1306,-0.98
2.1333,-0.99
2.1361,-0.985
2.1389,-0.995
2.1417,-0.98
2.1444,-0.995
2.1472,-0.985
2.15,-0.985
2.1528,-0.995
2.1556,-0.975
2.1583,-0.97
2.1611,-0.99
2.1639,-0.99
2.1667,-0.98
2.1694,-0.99
2.1722,-0.99
2.175,-0.99
2.1778,-1.0
2.1806,-0.995
2.1833,-0.995
2.1861,-0.985
2.1889,-0.975
2.1917,-0.955
2.1944,-0.95
2.1972,-0.965
2.2,-0.96
2.2028,-0.97
2.2056,-0.98
2.2083,-0.97
2.2111,-0.97
2.2139,-0.975
2.2167,-0.965
2.2194,-0.955
2.2222,-0.945
2.225,-0.95
2.2278,-0.96
2.2306,-0.95
2.2333,-0.955
2.2361,-0.985
2.2389,-0.98
2.2417,-0.99
2.2444,-0.97
2.2472,-0.96
2.25,-0.955
2.2528,-0.935
2.2556,-0.93
2.2583,-0.92
2.2611,-0.945
2.2639,-0.94
2.2667,-0.935
2.2694,-0.935
2.2722,-0.955
2.275,-0.955
2.2778,-0.95
2.2806,-0.94
2.2833,-0.945
2.2861,-0.93
2.2889,-0.935
2.2917,-0.935
2.2944,-0.93
2.2972,-0.935
2.3,-0.955
2.3028,-0.945
2.3056,-0.97
2.3083,-0.965
2.3111,-0.955
2.3139,-0.95
2.3167,-0.93
2.3194,-0.92
2.3222,-0.91
2.325,-0.91
2.3278,-0.905
2.3306,-0.915
2.3333,-0.92
2.3361,-0.935
2.3389,-0.94
2.3417,-0.955
2.3444,-0.94
2.3472,-0.925
2.35,-0.91
2.3528,-0.925
2.3556,-0.91
2.3583,-0.9
2.3611,-0.895
2.3639,-0.92
2.3667,-0.905
2.3694,-0.925
2.3722,-0.925
2.375,-0.94
2.3778,-0.94
2.3806,-0.935
2.3833,-0.955
2.3861,-0.935
2.3889,-0.93
2.3917,-0.91
2.3944,-0.9
2.3972,-0.9
2.4,-0.895
2.4028,-0.91
2.4056,-0.915
2.4083,-0.945
2.4111,-0.925
2.4139,-0.92
2.4167,-0.925
2.4194,-0.91
2.4222,-0.91
2.425,-0.9
2.4278,-0.905
2.4306,-0.915
2.4333,-0.91
2.4361,-0.91
2.4389,-0.915
2.4417,-0.915
2.4444,-0.915
2.4472,-0.9
2.45,-0.905
2.4528,-0.91
2.4556,-0.89
2.4583,-0.885
2.4611,-0.905
2.4639,-0.89
2.4667,-0.9
2.4694,-0.92
2.4722,-0.92
2.475,-0.93
2.4778,-0.905
2.4806,-0.915
2.4833,-0.915
2.4861,-0.9
2.4889,-0.895
2.4917,-0.88
2.4944,-0.9
2.4972,-0.875
2.5,-0.88
2.5028,-0.88
2.5056,-0.89
2.5083,-0.89
2.5111,-0.89
2.5139,-0.895
2.5167,-0.88
2.5194,-0.885
2.5222,-0.885
2.525,-0.875
2.5278,-0.88
2.5306,-0.875
2.5333,-0.88
2.5361,-0.9
2.5389,-0.9
2.5417,-0.915
2.5444,-0.9
2.5472,-0.905
2.55,-0.875
2.5528,-0.86
2.5556,-0.86
2.5583,-0.86
2.5611,-0.865
2.5639,-0.89
2.5667,-0.89
2.5694,-0.915
2.5722,-0.91
2.575,-0.91
2.5778,-0.885
2.5806,-0.875
2.5833,-0.86
2.5861,-0.84
2.5889,-0.845
2.5917,-0.83
2.5944,-0.845
2.5972,-0.865
2.6,-0.87
2.6028,-0.88
2.6056,-0.88
2.6083,-0.88
2.6111,-0.87
2.6139,-0.885
2.6167,-0.89
2.6194,-0.865
2.6222,-0.85
2.625,-0.825
2.6278,-0.82
2.6306,-0.81
2.6333,-0.795
2.6361,-0.78
2.6389,-0.78
2.6417,-0.79
2.6444,-0.76
2.6472,-0.765
2.65,-0.755
2.6528,-0.735
2.6556,-0.72
2.6583,-0.7
2.6611,-0.675
2.6639,-0.63
2.6667,-0.595
2.6694,-0.56
2.6722,-0.515
2.675,-0.495
2.6778,-0.505
2.6806,-0.505
2.6833,-0.53
2.6861,-0.54
2.6889,-0.51
2.6917,-0.5
2.6944,-0.51
2.6972,-0.515
2.7,-0.535
2.7028,-0.575
2.7056,-0.62
2.7083,-0.665
2.7111,-0.705
2.7139,-0.765
2.7167,-0.78
2.7194,-0.8
2.7222,-0.81
2.725,-0.82
2.7278,-0.84
2.7306,-0.835
2.7333,-0.85
2.7361,-0.85
2.7389,-0.86
2.7417,-0.87
2.7444,-0.865
2.7472,-0.85
2.75,-0.86
2.7528,-0.86
2.7556,-0.855
2.7583,-0.84
2.7611,-0.83
2.7639,-0.825
2.7667,-0.84
2.7694,-0.835
2.7722,-0.84
2.775,-0.85
2.7778,-0.86
2.7806,-0.875
2.7833,-0.88
2.7861,-0.905
2.7889,-0.92
2.7917,-0.93
2.7944,-0.9
2.7972,-0.835
2.8,-0.7
2.8028,-0.51
2.8056,-0.25
2.8083,0.075
2.8111,0.445
2.8139,0.81
2.8167,1.11
2.8194,1.295
2.8222,1.375
2.825,1.35
2.8278,1.18
2.8306,0.86
2.8333,0.37
2.8361,-0.17
2.8389,-0.65
2.8417,-0.945
2.8444,-1.025
2.8472,-0.925
2.85,-0.76
2.8528,-0.63
2.8556,-0.56
2.8583,-0.555
2.8611,-0.615
2.8639,-0.675
2.8667,-0.75
2.8694,-0.8
2.8722,-0.83
2.875,-0.84
2.8778,-0.845
2.8806,-0.84
2.8833,-0.815
2.8861,-0.81
2.8889,-0.82
2.8917,-0.825
2.8944,-0.83
2.8972,-0.84
2.9,-0.85
2.9028,-0.845
2.9056,-0.865
2.9083,-0.865
2.9111,-0.85
2.9139,-0.865
2.9167,-0.85
2.9194,-0.855
2.9222,-0.845
2.925,-0.855
2.9278,-0.85
2.9306,-0.845
2.9333,-0.865
2.9361,-0.875
2.9389,-0.87
2.9417,-0.865
2.9444,-0.875
2.9472,-0.88
2.95,-0.88
2.9528,-0.865
2.9556,-0.85
2.9583,-0.835
2.9611,-0.855
2.9639,-0.85
2.9667,-0.86
2.9694,-0.855
2.9722,-0.87
2.975,-0.865
2.9778,-0.88
2.9806,-0.86
2.9833,-0.87
2.9861,-0.84
2.9889,-0.835
2.9917,-0.825
2.9944,-0.83
2.9972,-0.825
3.0,-0.83
3.0028,-0.85
3.0056,-0.85
3.0083,-0.85
3.0111,-0.84
3.0139,-0.84
3.0167,-0.815
3.0194,-0.795
3.0222,-0.78
3.025,-0.755
3.0278,-0.765
3.0306,-0.785
3.0333,-0.78
3.0361,-0.775
3.0389,-0.785
3.0417,-0.76
3.0444,-0.76
3.0472,-0.75
3.05,-0.705
3.0528,-0.705
3.0556,-0.685
3.0583,-0.67
3.0611,-0.66
3.0639,-0.655
3.0667,-0.675
3.0694,-0.65
3.0722,-0.64
3.075,-0.615
3.0778,-0.605
3.0806,-0.59
3.0833,-0.58
3.0861,-0.57
3.0889,-0.545
3.0917,-0.5
3.0944,-0.505
3.0972,-0.49
3.1,-0.485
3.1028,-0.485
3.1056,-0.475
3.1083,-0.475
3.1111,-0.455
3.1139,-0.43
3.1167,-0.42
3.1194,-0.41
3.1222,-0.395
3.125,-0.365
3.1278,-0.36
3.1306,-0.36
3.1333,-0.35
3.1361,-0.355
3.1389,-0.345
3.1417,-0.35
3.1444,-0.345
3.1472,-0.345
3.15,-0.325
3.1528,-0.34
3.1556,-0.315
3.1583,-0.32
3.1611,-0.33
3.1639,-0.345
3.1667,-0.36
3.1694,-0.38
3.1722,-0.41
3.175,-0.435
3.1778,-0.485
3.1806,-0.5
3.1833,-0.51
3.1861,-0.535
3.1889,-0.53
3.1917,-0.56
3.1944,-0.58
3.1972,-0.6
3.2,-0.61
3.2028,-0.645
3.2056,-0.665
3.2083,-0.67
3.2111,-0.68
3.2139,-0.695
3.2167,-0.685
3.2194,-0.695
3.2222,-0.69
3.225,-0.69
3.2278,-0.7
3.2306,-0.705
3.2333,-0.725
3.2361,-0.745
3.2389,-0.725
3.2417,-0.725
3.2444,-0.74
3.2472,-0.755
3.25,-0.725
3.2528,-0.715
3.2556,-0.715
3.2583,-0.71
3.2611,-0.715
3.2639,-0.71
3.2667,-0.71
3.2694,-0.73
3.2722,-0.725
3.275,-0.715
3.2778,-0.71
3.2806,-0.72
3.2833,-0.71
3.2861,-0.695
3.2889,-0.68
3.2917,-0.67
3.2944,-0.67
3.2972,-0.685
3.3,-0.695
3.3028,-0.695
3.3056,-0.7
3.3083,-0.695
3.3111,-0.7
3.3139,-0.705
3.3167,-0.7
3.3194,-0.675
3.3222,-0.675
3.325,-0.67
3.3278,-0.675
3.3306,-0.68
3.3333,-0.7
3.3361,-0.7
3.3389,-0.7
3.3417,-0.7
3.3444,-0.715
3.3472,-0.715
3.35,-0.715
3.3528,-0.715
3.3556,-0.715
3.3583,-0.705
3.3611,-0.705
3.3639,-0.73
3.3667,-0.745
3.3694,-0.755
3.3722,-0.76
3.375,-0.775
3.3778,-0.745
3.3806,-0.765
3.3833,-0.76
3.3861,-0.76
3.3889,-0.755
3.3917,-0.75
3.3944,-0.74
3.3972,-0.745
3.4,-0.745
3.4028,-0.77
3.4056,-0.77
3.4083,-0.81
3.4111,-0.82
3.4139,-0.8
3.4167,-0.795
3.4194,-0.78
3.4222,-0.77
3.425,-0.765
3.4278,-0.78
3.4306,-0.775
3.4333,-0.81
3.4361,-0.815
3.4389,-0.82
3.4417,-0.825
3.4444,-0.82
3.4472,-0.83
3.45,-0.82
3.4528,-0.8
3.4556,-0.795
3.4583,-0.795
3.4611,-0.795
3.4639,-0.8
3.4667,-0.82
3.4694,-0.835
3.4722,-0.84
3.475,-0.845
3.4778,-0.85
3.4806,-0.82
3.4833,-0.82
3.4861,-0.815
3.4889,-0.81
3.4917,-0.795
3.4944,-0.805
3.4972,-0.82
3.5,-0.82
3.5028,-0.84
3.5056,-0.845
3.5083,-0.86
3.5111,-0.855
3.5139,-0.855
3.5167,-0.84
3.5194,-0.82
3.5222,-0.81
3.525,-0.805
3.5278,-0.795
3.5306,-0.755
3.5333,-0.755
3.5361,-0.745
3.5389,-0.72
3.5417,-0.715
3.5444,-0.71
3.5472,-0.695
3.55,-0.685
3.5528,-0.655
3.5556,-0.615
3.5583,-0.59
3.5611,-0.565
3.5639,-0.52
3.5667,-0.495
3.5694,-0.495
3.5722,-0.485
3.575,-0.5
3.5778,-0.52
3.5806,-0.53
3.5833,-0.53
3.5861,-0.525
3.5889,-0.52
3.5917,-0.54
3.5944,-0.585
3.5972,-0.635
3.6,-0.7
3.6028,-0.755
3.6056,-0.815
3.6083,-0.855
3.6111,-0.885
3.6139,-0.885
3.6167,-0.87
3.6194,-0.875
3.6222,-0.865
3.625,-0.865
3.6278,-0.855
3.6306,-0.86
3.6333,-0.875
3.6361,-0.89
3.6389,-0.895
3.6417,-0.895
3.6444,-0.895
3.6472,-0.91
3.65,-0.905
3.6528,-0.895
3.6556,-0.895
3.6583,-0.88
3.6611,-0.88
3.6639,-0.87
3.6667,-0.875
3.6694,-0.895
3.6722,-0.9
3.675,-0.9
3.6778,-0.9
3.6806,-0.91
3.6833,-0.9
3.6861,-0.92
3.6889,-0.935
3.6917,-0.955
3.6944,-0.945
3.6972,-0.885
3.7,-0.79
3.7028,-0.63
3.7056,-0.415
3.7083,-0.145
3.7111,0.185
3.7139,0.545
3.7167,0.9
3.7194,1.155
3.7222,1.295
3.725,1.335
3.7278,1.285
3.7306,1.13
3.7333,0.825
3.7361,0.405
3.7389,-0.1
3.7417,-0.585
3.7444,-0.93
3.7472,-1.065
3.75,-1.015
3.7528,-0.84
3.7556,-0.7
3.7583,-0.62
3.7611,-0.605
3.7639,-0.655
3.7667,-0.73
3.7694,-0.81
3.7722,-0.845
3.775,-0.895
3.7778,-0.905
3.7806,-0.9
3.7833,-0.89
3.7861,-0.89
3.7889,-0.875
3.7917,-0.865
3.7944,-0.87
3.7972,-0.875
3.8,-0.895
3.8028,-0.89
3.8056,-0.895
3.8083,-0.9
3.8111,-0.895
3.8139,-0.895
3.8167,-0.89
3.8194,-0.885
3.8222,-0.89
3.825,-0.88
3.8278,-0.88
3.8306,-0.895
3.8333,-0.895
3.8361,-0.895
3.8389,-0.9
3.8417,-0.905
3.8444,-0.905
3.8472,-0.92
3.85,-0.905
3.8528,-0.89
3.8556,-0.89
3.8583,-0.885
3.8611,-0.875
3.8639,-0.88
3.8667,-0.885
3.8694,-0.905
3.8722,-0.895
3.875,-0.9
3.8778,-0.905
3.8806,-0.905
3.8833,-0.885
3.8861,-0.89
3.8889,-0.875
3.8917,-0.87
3.8944,-0.87
3.8972,-0.87
3.9,-0.87
3.9028,-0.87
3.9056,-0.86
3.9083,-0.86
3.9111,-0.875
3.9139,-0.855
3.9167,-0.84
3.9194,-0.835
3.9222,-0.83
3.925,-0.805
3.9278,-0.795
3.9306,-0.795
3.9333,-0.785
3.9361,-0.78
3.9389,-0.775
3.9417,-0.775
3.9444,-0.775
3.9472,-0.765
