time,signal
0.775,-0.195
0.7778,-0.19
0.7806,-0.2
0.7833,-0.19
0.7861,-0.19
0.7889,-0.19
0.7917,-0.195
0.7944,-0.2
0.7972,-0.205
0.8,-0.2
0.8028,-0.2
0.8056,-0.2
0.8083,-0.195
0.8111,-0.2
0.8139,-0.215
0.8167,-0.21
0.8194,-0.2
0.8222,-0.19
0.825,-0.205
0.8278,-0.21
0.8306,-0.21
0.8333,-0.215
0.8361,-0.205
0.8389,-0.2
0.8417,-0.205
0.8444,-0.22
0.8472,-0.23
0.85,-0.225
0.8528,-0.21
0.8556,-0.215
0.8583,-0.205
0.8611,-0.22
0.8639,-0.225
0.8667,-0.23
0.8694,-0.23
0.8722,-0.215
0.875,-0.22
0.8778,-0.22
0.8806,-0.23
0.8833,-0.225
0.8861,-0.22
0.8889,-0.225
0.8917,-0.22
0.8944,-0.23
0.8972,-0.25
0.9,-0.235
0.9028,-0.225
0.9056,-0.21
0.9083,-0.225
0.9111,-0.23
0.9139,-0.235
0.9167,-0.225
0.9194,-0.225
0.9222,-0.22
0.925,-0.225
0.9278,-0.22
0.9306,-0.235
0.9333,-0.23
0.9361,-0.215
0.9389,-0.22
0.9417,-0.225
0.9444,-0.22
0.9472,-0.23
0.95,-0.23
0.9528,-0.215
0.9556,-0.22
0.9583,-0.22
0.9611,-0.215
0.9639,-0.22
0.9667,-0.205
0.9694,-0.185
0.9722,-0.17
0.975,-0.155
0.9778,-0.16
0.9806,-0.16
0.9833,-0.16
0.9861,-0.15
0.9889,-0.14
0.9917,-0.13
0.9944,-0.135
0.9972,-0.125
1.0,-0.12
1.0028,-0.115
1.0056,-0.105
1.0083,-0.115
1.0111,-0.12
1.0139,-0.135
1.0167,-0.145
1.0194,-0.14
1.0222,-0.14
1.025,-0.14
1.0278,-0.145
1.0306,-0.15
1.0333,-0.16
1.0361,-0.15
1.0389,-0.13
1.0417,-0.1
1.0444,-0.11
1.0472,-0.14
1.05,-0.16
1.0528,-0.17
1.0556,-0.175
1.0583,-0.175
1.0611,-0.2
1.0639,-0.215
1.0667,-0.225
1.0694,-0.225
1.0722,-0.215
1.075,-0.22
1.0778,-0.23
1.0806,-0.25
1.0833,-0.25
1.0861,-0.25
1.0889,-0.25
1.0917,-0.245
1.0944,-0.255
1.0972,-0.255
1.1,-0.255
1.1028,-0.25
1.1056,-0.245
1.1083,-0.255
1.1111,-0.265
1.1139,-0.275
1.1167,-0.26
1.1194,-0.26
1.1222,-0.255
1.125,-0.25
1.1278,-0.27
1.1306,-0.275
1.1333,-0.265
1.1361,-0.265
1.1389,-0.26
1.1417,-0.27
1.1444,-0.29
1.1472,-0.3
1.15,-0.31
1.1528,-0.345
1.1556,-0.365
1.1583,-0.39
1.1611,-0.43
1.1639,-0.475
1.1667,-0.495
1.1694,-0.45
1.1722,-0.35
1.175,-0.225
1.1778,-0.095
1.1806,0.06
1.1833,0.29
1.1861,0.555
1.1889,0.78
1.1917,0.915
1.1944,0.925
1.1972,0.81
1.2,0.525
1.2028,0.19
1.2056,-0.135
1.2083,-0.325
1.2111,-0.41
1.2139,-0.39
1.2167,-0.335
1.2194,-0.3
1.2222,-0.295
1.225,-0.295
1.2278,-0.3
1.2306,-0.305
1.2333,-0.3
1.2361,-0.29
1.2389,-0.295
1.2417,-0.295
1.2444,-0.295
1.2472,-0.31
1.25,-0.3
1.2528,-0.285
1.2556,-0.285
1.2583,-0.3
1.2611,-0.3
1.2639,-0.305
1.2667,-0.3
1.2694,-0.295
1.2722,-0.29
1.275,-0.285
1.2778,-0.295
1.2806,-0.295
1.2833,-0.3
1.2861,-0.295
1.2889,-0.29
1.2917,-0.305
1.2944,-0.31
1.2972,-0.32
1.3,-0.315
1.3028,-0.29
1.3056,-0.295
1.3083,-0.3
1.3111,-0.3
1.3139,-0.31
1.3167,-0.3
1.3194,-0.29
1.3222,-0.28
1.325,-0.29
1.3278,-0.3
1.3306,-0.31
1.3333,-0.3
1.3361,-0.29
1.3389,-0.29
1.3417,-0.28
1.3444,-0.29
1.3472,-0.32
1.35,-0.305
1.3528,-0.3
1.3556,-0.295
1.3583,-0.305
1.3611,-0.31
1.3639,-0.31
1.3667,-0.305
1.3694,-0.31
1.3722,-0.29
1.375,-0.295
1.3778,-0.29
1.3806,-0.3
1.3833,-0.295
1.3861,-0.29
1.3889,-0.285
1.3917,-0.295
1.3944,-0.3
1.3972,-0.3
1.4,-0.29
1.4028,-0.285
1.4056,-0.28
1.4083,-0.285
1.4111,-0.295
1.4139,-0.295
1.4167,-0.295
1.4194,-0.285
1.4222,-0.28
1.425,-0.285
1.4278,-0.285
1.4306,-0.3
1.4333,-0.28
1.4361,-0.295
1.4389,-0.285
1.4417,-0.29
1.4444,-0.29
1.4472,-0.305
1.45,-0.305
1.4528,-0.295
1.4556,-0.295
1.4583,-0.3
1.4611,-0.3
1.4639,-0.31
1.4667,-0.305
1.4694,-0.29
1.4722,-0.295
1.475,-0.3
1.4778,-0.3
1.4806,-0.31
1.4833,-0.32
1.4861,-0.3
1.4889,-0.31
1.4917,-0.295
1.4944,-0.305
1.4972,-0.3
1.5,-0.295
1.5028,-0.27
1.5056,-0.26
1.5083,-0.26
1.5111,-0.255
1.5139,-0.265
1.5167,-0.25
1.5194,-0.23
1.5222,-0.225
1.525,-0.22
1.5278,-0.235
1.5306,-0.245
1.5333,-0.235
1.5361,-0.22
1.5389,-0.215
1.5417,-0.21
1.5444,-0.21
1.5472,-0.23
1.55,-0.215
1.5528,-0.21
1.5556,-0.225
1.5583,-0.225
1.5611,-0.24
1.5639,-0.245
1.5667,-0.225
1.5694,-0.23
1.5722,-0.215
1.575,-0.225
1.5778,-0.22
1.5806,-0.235
1.5833,-0.23
1.5861,-0.24
1.5889,-0.225
1.5917,-0.225
1.5944,-0.235
1.5972,-0.245
1.6,-0.235
1.6028,-0.23
1.6056,-0.235
1.6083,-0.235
1.6111,-0.25
1.6139,-0.27
1.6167,-0.25
1.6194,-0.24
1.6222,-0.245
1.625,-0.25
1.6278,-0.255
1.6306,-0.265
1.6333,-0.255
1.6361,-0.255
1.6389,-0.255
1.6417,-0.245
1.6444,-0.25
1.6472,-0.27
1.65,-0.265
1.6528,-0.275
1.6556,-0.255
1.6583,-0.265
1.6611,-0.265
1.6639,-0.28
1.6667,-0.285
1.6694,-0.28
1.6722,-0.275
1.675,-0.28
1.6778,-0.285
1.6806,-0.285
1.6833,-0.27
1.6861,-0.27
1.6889,-0.265
1.6917,-0.27
1.6944,-0.275
1.6972,-0.285
1.7,-0.285
1.7028,-0.285
1.7056,-0.29
1.7083,-0.29
1.7111,-0.29
1.7139,-0.305
1.7167,-0.295
1.7194,-0.285
1.7222,-0.275
1.725,-0.275
1.7278,-0.28
1.7306,-0.29
1.7333,-0.295
1.7361,-0.285
1.7389,-0.27
1.7417,-0.28
1.7444,-0.295
1.7472,-0.29
1.75,-0.295
1.7528,-0.29
1.7556,-0.285
1.7583,-0.285
1.7611,-0.28
1.7639,-0.3
1.7667,-0.285
1.7694,-0.275
1.7722,-0.27
1.775,-0.275
1.7778,-0.285
1.7806,-0.28
1.7833,-0.285
1.7861,-0.27
1.7889,-0.26
1.7917,-0.265
1.7944,-0.275
1.7972,-0.275
1.8,-0.255
1.8028,-0.23
1.8056,-0.225
1.8083,-0.22
1.8111,-0.225
1.8139,-0.235
1.8167,-0.22
1.8194,-0.21
1.8222,-0.195
1.825,-0.19
1.8278,-0.19
1.8306,-0.205
1.8333,-0.195
1.8361,-0.18
1.8389,-0.185
1.8417,-0.185
1.8444,-0.2
1.8472,-0.21
1.85,-0.2
1.8528,-0.185
1.8556,-0.2
1.8583,-0.21
1.8611,-0.21
1.8639,-0.205
1.8667,-0.19
1.8694,-0.185
1.8722,-0.215
1.875,-0.245
1.8778,-0.265
1.8806,-0.285
1.8833,-0.305
1.8861,-0.295
1.8889,-0.29
1.8917,-0.29
1.8944,-0.3
1.8972,-0.31
1.9,-0.3
1.9028,-0.3
1.9056,-0.295
1.9083,-0.3
1.9111,-0.31
1.9139,-0.32
1.9167,-0.31
1.9194,-0.3
1.9222,-0.305
1.925,-0.295
1.9278,-0.32
1.9306,-0.33
1.9333,-0.345
1.9361,-0.345
1.9389,-0.315
1.9417,-0.325
1.9444,-0.34
1.9472,-0.335
1.95,-0.335
1.9528,-0.335
1.9556,-0.32
1.9583,-0.32
1.9611,-0.34
1.9639,-0.395
1.9667,-0.425
1.9694,-0.435
1.9722,-0.46
1.975,-0.515
1.9778,-0.545
1.9806,-0.525
1.9833,-0.405
1.9861,-0.27
1.9889,-0.125
1.9917,0.07
1.9944,0.33
1.9972,0.575
2.0,0.765
2.0028,0.85
2.0056,0.76
2.0083,0.46
2.0111,0.085
2.0139,-0.22
2.0167,-0.39
2.0194,-0.465
2.0222,-0.445
2.025,-0.405
2.0278,-0.4
2.0306,-0.395
2.0333,-0.4
2.0361,-0.38
2.0389,-0.37
2.0417,-0.375
2.0444,-0.38
2.0472,-0.375
2.05,-0.36
2.0528,-0.36
2.0556,-0.345
2.0583,-0.37
2.0611,-0.37
2.0639,-0.365
2.0667,-0.365
2.0694,-0.355
2.0722,-0.345
2.075,-0.355
2.0778,-0.35
2.0806,-0.37
2.0833,-0.365
2.0861,-0.36
2.0889,-0.365
2.0917,-0.37
2.0944,-0.385
2.0972,-0.385
2.1,-0.385
2.1028,-0.38
2.1056,-0.375
2.1083,-0.365
2.1111,-0.375
2.1139,-0.38
2.1167,-0.375
2.1194,-0.38
2.1222,-0.385
2.125,-0.38
2.1278,-0.375
2.1306,-0.375
2.1333,-0.36
2.1361,-0.355
2.1389,-0.355
2.1417,-0.37
2.1444,-0.385
2.1472,-0.385
2.15,-0.385
2.1528,-0.37
2.1556,-0.355
2.1583,-0.36
2.1611,-0.36
2.1639,-0.375
2.1667,-0.365
2.1694,-0.36
2.1722,-0.355
2.175,-0.355
2.1778,-0.36
2.1806,-0.37
2.1833,-0.365
2.1861,-0.37
2.1889,-0.36
2.1917,-0.365
2.1944,-0.375
2.1972,-0.365
2.2,-0.375
2.2028,-0.37
2.2056,-0.37
2.2083,-0.375
2.2111,-0.385
2.2139,-0.39
2.2167,-0.38
2.2194,-0.37
2.2222,-0.37
2.225,-0.385
2.2278,-0.395
2.2306,-0.4
2.2333,-0.395
2.2361,-0.4
2.2389,-0.385
2.2417,-0.39
2.2444,-0.405
2.2472,-0.42
2.25,-0.425
2.2528,-0.43
2.2556,-0.42
2.2583,-0.425
2.2611,-0.43
2.2639,-0.445
2.2667,-0.425
2.2694,-0.4
2.2722,-0.405
2.275,-0.405
2.2778,-0.42
2.2806,-0.435
2.2833,-0.415
2.2861,-0.385
2.2889,-0.38
2.2917,-0.375
2.2944,-0.37
2.2972,-0.36
2.3,-0.335
2.3028,-0.32
2.3056,-0.31
2.3083,-0.305
2.3111,-0.31
2.3139,-0.315
2.3167,-0.305
2.3194,-0.295
2.3222,-0.295
2.325,-0.29
2.3278,-0.29
2.3306,-0.295
2.3333,-0.29
2.3361,-0.285
2.3389,-0.28
2.3417,-0.285
2.3444,-0.31
2.3472,-0.305
2.35,-0.295
2.3528,-0.295
2.3556,-0.295
2.3583,-0.29
2.3611,-0.28
2.3639,-0.295
2.3667,-0.28
2.3694,-0.28
2.3722,-0.27
2.375,-0.29
2.3778,-0.305
2.3806,-0.285
2.3833,-0.285
2.3861,-0.28
2.3889,-0.29
2.3917,-0.285
2.3944,-0.3
2.3972,-0.295
2.4,-0.295
2.4028,-0.295
2.4056,-0.295
2.4083,-0.3
2.4111,-0.32
2.4139,-0.315
2.4167,-0.31
2.4194,-0.3
2.4222,-0.285
2.425,-0.29
2.4278,-0.315
2.4306,-0.32
2.4333,-0.305
2.4361,-0.295
2.4389,-0.29
2.4417,-0.305
2.4444,-0.325
2.4472,-0.33
2.45,-0.325
2.4528,-0.305
2.4556,-0.31
2.4583,-0.31
2.4611,-0.32
2.4639,-0.325
2.4667,-0.335
2.4694,-0.32
2.4722,-0.315
2.475,-0.31
2.4778,-0.325
2.4806,-0.33
2.4833,-0.325
2.4861,-0.32
2.4889,-0.315
2.4917,-0.315
2.4944,-0.32
2.4972,-0.33
2.5,-0.325
2.5028,-0.315
2.5056,-0.315
2.5083,-0.31
2.5111,-0.33
2.5139,-0.325
2.5167,-0.32
2.5194,-0.315
2.5222,-0.315
2.525,-0.325
2.5278,-0.32
2.5306,-0.325
2.5333,-0.325
2.5361,-0.3
2.5389,-0.305
2.5417,-0.315
2.5444,-0.325
2.5472,-0.32
2.55,-0.31
2.5528,-0.305
2.5556,-0.295
2.5583,-0.3
2.5611,-0.315
2.5639,-0.315
2.5667,-0.315
2.5694,-0.305
2.5722,-0.305
2.575,-0.3
2.5778,-0.3
2.5806,-0.305
2.5833,-0.275
2.5861,-0.26
2.5889,-0.25
2.5917,-0.25
2.5944,-0.26
2.5972,-0.27
2.6,-0.255
2.6028,-0.23
2.6056,-0.22
2.6083,-0.21
2.6111,-0.225
2.6139,-0.24
2.6167,-0.225
2.6194,-0.215
2.6222,-0.215
2.625,-0.23
2.6278,-0.24
2.6306,-0.23
2.6333,-0.235
2.6361,-0.225
2.6389,-0.225
2.6417,-0.235
2.6444,-0.26
2.6472,-0.26
2.65,-0.245
2.6528,-0.22
2.6556,-0.22
2.6583,-0.24
2.6611,-0.28
2.6639,-0.295
2.6667,-0.305
2.6694,-0.31
2.6722,-0.32
2.675,-0.32
2.6778,-0.345
2.6806,-0.345
2.6833,-0.34
2.6861,-0.32
2.6889,-0.325
2.6917,-0.33
2.6944,-0.33
2.6972,-0.34
2.7,-0.345
2.7028,-0.34
2.7056,-0.335
2.7083,-0.345
2.7111,-0.34
2.7139,-0.35
2.7167,-0.345
2.7194,-0.335
2.7222,-0.33
2.725,-0.345
2.7278,-0.345
2.7306,-0.355
2.7333,-0.355
2.7361,-0.345
2.7389,-0.345
2.7417,-0.35
2.7444,-0.375
2.7472,-0.41
2.75,-0.45
2.7528,-0.47
2.7556,-0.48
2.7583,-0.52
2.7611,-0.555
2.7639,-0.53
2.7667,-0.41
2.7694,-0.265
2.7722,-0.09
2.775,0.12
2.7778,0.37
2.7806,0.625
2.7833,0.83
2.7861,0.91
2.7889,0.81
2.7917,0.505
2.7944,0.07
2.7972,-0.28
2.8,-0.45
2.8028,-0.47
2.8056,-0.435
2.8083,-0.39
2.8111,-0.375
2.8139,-0.38
2.8167,-0.375
2.8194,-0.375
2.8222,-0.37
2.825,-0.365
2.8278,-0.375
2.8306,-0.385
2.8333,-0.39
2.8361,-0.375
2.8389,-0.375
2.8417,-0.37
2.8444,-0.385
2.8472,-0.39
2.85,-0.375
2.8528,-0.38
2.8556,-0.365
2.8583,-0.375
2.8611,-0.385
2.8639,-0.395
2.8667,-0.385
2.8694,-0.365
2.8722,-0.35
2.875,-0.365
2.8778,-0.355
2.8806,-0.37
2.8833,-0.365
2.8861,-0.36
2.8889,-0.36
2.8917,-0.36
2.8944,-0.37
2.8972,-0.38
2.9,-0.375
2.9028,-0.375
2.9056,-0.375
2.9083,-0.36
2.9111,-0.375
2.9139,-0.385
2.9167,-0.375
2.9194,-0.365
2.9222,-0.37
2.925,-0.36
2.9278,-0.37
2.9306,-0.375
2.9333,-0.38
2.9361,-0.38
2.9389,-0.37
2.9417,-0.37
2.9444,-0.37
2.9472,-0.38
2.95,-0.38
2.9528,-0.375
2.9556,-0.37
2.9583,-0.37
2.9611,-0.375
2.9639,-0.385
2.9667,-0.375
2.9694,-0.37
2.9722,-0.36
2.975,-0.365
2.9778,-0.37
2.9806,-0.39
2.9833,-0.38
2.9861,-0.37
2.9889,-0.37
2.9917,-0.385
2.9944,-0.385
2.9972,-0.405
3.0,-0.39
3.0028,-0.385
3.0056,-0.385
3.0083,-0.385
3.0111,-0.4
3.0139,-0.41
3.0167,-0.41
3.0194,-0.4
3.0222,-0.41
3.025,-0.4
3.0278,-0.415
3.0306,-0.42
3.0333,-0.415
3.0361,-0.405
3.0389,-0.4
3.0417,-0.405
3.0444,-0.41
3.0472,-0.425
3.05,-0.405
3.0528,-0.4
3.0556,-0.385
3.0583,-0.38
3.0611,-0.385
3.0639,-0.37
3.0667,-0.35
3.0694,-0.335
3.0722,-0.32
3.075,-0.315
3.0778,-0.31
3.0806,-0.325
3.0833,-0.305
3.0861,-0.285
3.0889,-0.29
3.0917,-0.27
3.0944,-0.27
3.0972,-0.28
3.1,-0.265
3.1028,-0.255
3.1056,-0.245
3.1083,-0.255
3.1111,-0.265
3.1139,-0.27
3.1167,-0.265
3.1194,-0.25
3.1222,-0.25
3.125,-0.25
3.1278,-0.26
3.1306,-0.27
3.1333,-0.265
3.1361,-0.26
3.1389,-0.26
3.1417,-0.27
3.1444,-0.28
3.1472,-0.28
3.15,-0.275
3.1528,-0.265
3.1556,-0.26
3.1583,-0.265
3.1611,-0.275
3.1639,-0.27
3.1667,-0.265
3.1694,-0.26
3.1722,-0.265
3.175,-0.26
3.1778,-0.275
3.1806,-0.28
3.1833,-0.275
3.1861,-0.26
3.1889,-0.265
3.1917,-0.27
3.1944,-0.28
3.1972,-0.29
3.2,-0.285
3.2028,-0.28
3.2056,-0.275
3.2083,-0.28
3.2111,-0.285
3.2139,-0.305
3.2167,-0.3
3.2194,-0.295
3.2222,-0.28
3.225,-0.29
3.2278,-0.3
3.2306,-0.305
3.2333,-0.295
3.2361,-0.29
3.2389,-0.295
3.2417,-0.295
3.2444,-0.29
3.2472,-0.315
3.25,-0.3
3.2528,-0.29
3.2556,-0.29
3.2583,-0.295
3.2611,-0.3
3.2639,-0.31
3.2667,-0.3
3.2694,-0.295
3.2722,-0.295
3.275,-0.29
3.2778,-0.3
3.2806,-0.295
3.2833,-0.285
3.2861,-0.295
3.2889,-0.285
3.2917,-0.285
3.2944,-0.3
3.2972,-0.3
3.3,-0.295
3.3028,-0.285
3.3056,-0.285
3.3083,-0.285
3.3111,-0.285
3.3139,-0.3
3.3167,-0.29
3.3194,-0.285
3.3222,-0.275
3.325,-0.295
3.3278,-0.29
3.3306,-0.305
3.3333,-0.29
3.3361,-0.285
3.3389,-0.29
3.3417,-0.28
3.3444,-0.305
3.3472,-0.31
3.35,-0.275
3.3528,-0.25
3.3556,-0.235
3.3583,-0.225
3.3611,-0.225
3.3639,-0.235
3.3667,-0.225
3.3694,-0.215
3.3722,-0.195
3.375,-0.195
3.3778,-0.205
3.3806,-0.195
3.3833,-0.19
3.3861,-0.185
3.3889,-0.19
3.3917,-0.185
3.3944,-0.21
3.3972,-0.22
3.4,-0.21
3.4028,-0.215
3.4056,-0.21
3.4083,-0.215
3.4111,-0.22
3.4139,-0.23
3.4167,-0.21
3.4194,-0.18
3.4222,-0.155
3.425,-0.145
3.4278,-0.17
3.4306,-0.2
3.4333,-0.23
3.4361,-0.23
3.4389,-0.245
3.4417,-0.235
3.4444,-0.26
3.4472,-0.275
3.45,-0.28
3.4528,-0.28
3.4556,-0.27
3.4583,-0.285
3.4611,-0.29
3.4639,-0.315
3.4667,-0.305
3.4694,-0.305
3.4722,-0.31
3.475,-0.3
3.4778,-0.31
3.4806,-0.32
3.4833,-0.315
3.4861,-0.325
3.4889,-0.31
3.4917,-0.32
3.4944,-0.33
3.4972,-0.34
3.5,-0.325
3.5028,-0.325
3.5056,-0.32
3.5083,-0.325
3.5111,-0.33
3.5139,-0.34
3.5167,-0.34
3.5194,-0.37
3.5222,-0.41
3.525,-0.435
3.5278,-0.465
3.5306,-0.49
3.5333,-0.53
3.5361,-0.5
3.5389,-0.42
3.5417,-0.265
3.5444,-0.105
3.5472,0.105
3.55,0.375
3.5528,0.68
3.5556,0.9
3.5583,0.99
3.5611,0.9
3.5639,0.57
3.5667,0.11
3.5694,-0.26
3.5722,-0.435
3.575,-0.44
3.5778,-0.39
3.5806,-0.35
3.5833,-0.34
3.5861,-0.35
3.5889,-0.34
3.5917,-0.345
3.5944,-0.34
3.5972,-0.355
3.6,-0.36
3.6028,-0.35
3.6056,-0.35
3.6083,-0.345
3.6111,-0.365
3.6139,-0.37
3.6167,-0.365
3.6194,-0.37
3.6222,-0.36
3.625,-0.365
3.6278,-0.365
3.6306,-0.375
3.6333,-0.365
3.6361,-0.34
3.6389,-0.355
3.6417,-0.355
3.6444,-0.36
3.6472,-0.375
3.65,-0.36
3.6528,-0.355
3.6556,-0.34
3.6583,-0.35
3.6611,-0.36
3.6639,-0.365
3.6667,-0.365
3.6694,-0.355
3.6722,-0.34
3.675,-0.345
3.6778,-0.35
3.6806,-0.365
3.6833,-0.36
3.6861,-0.345
3.6889,-0.345
3.6917,-0.345
3.6944,-0.35
3.6972,-0.365
3.7,-0.35
3.7028,-0.355
3.7056,-0.34
3.7083,-0.355
3.7111,-0.355
3.7139,-0.365
3.7167,-0.36
3.7194,-0.355
3.7222,-0.345
3.725,-0.355
3.7278,-0.365
3.7306,-0.37
3.7333,-0.37
3.7361,-0.37
3.7389,-0.345
3.7417,-0.345
3.7444,-0.37
3.7472,-0.37
3.75,-0.36
3.7528,-0.34
3.7556,-0.335
3.7583,-0.345
3.7611,-0.34
3.7639,-0.355
3.7667,-0.345
3.7694,-0.355
3.7722,-0.35
3.775,-0.355
3.7778,-0.36
3.7806,-0.365
3.7833,-0.355
3.7861,-0.35
3.7889,-0.34
3.7917,-0.34
3.7944,-0.35
3.7972,-0.36
3.8,-0.35
3.8028,-0.35
3.8056,-0.355
3.8083,-0.365
3.8111,-0.36
3.8139,-0.37
3.8167,-0.365
3.8194,-0.355
3.8222,-0.355
3.825,-0.335
3.8278,-0.35
3.8306,-0.35
3.8333,-0.34
3.8361,-0.335
3.8389,-0.315
3.8417,-0.31
3.8444,-0.31
3.8472,-0.3
3.85,-0.29
3.8528,-0.28
3.8556,-0.265
3.8583,-0.265
3.8611,-0.265
3.8639,-0.27
3.8667,-0.255
3.8694,-0.25
3.8722,-0.245
3.875,-0.25
3.8778,-0.25
3.8806,-0.255
3.8833,-0.25
3.8861,-0.25
3.8889,-0.24
3.8917,-0.25
3.8944,-0.26
3.8972,-0.255
3.9,-0.265
3.9028,-0.25
3.9056,-0.23
3.9083,-0.235
3.9111,-0.245
3.9139,-0.26
3.9167,-0.265
3.9194,-0.25
3.9222,-0.245
3.925,-0.25
3.9278,-0.26
3.9306,-0.265
3.9333,-0.265
3.9361,-0.27
3.9389,-0.26
