time,signal
1.6306,0.925
1.6333,0.815
1.6361,0.71
1.6389,0.595
1.6417,0.455
1.6444,0.32
1.6472,0.2
1.65,0.08
1.6528,-0.055
1.6556,-0.2
1.6583,-0.315
1.6611,-0.42
1.6639,-0.505
1.6667,-0.53
1.6694,-0.545
1.6722,-0.545
1.675,-0.53
1.6778,-0.54
1.6806,-0.555
1.6833,-0.57
1.6861,-0.57
1.6889,-0.555
1.6917,-0.55
1.6944,-0.58
1.6972,-0.605
1.7,-0.61
1.7028,-0.595
1.7056,-0.575
1.7083,-0.57
1.7111,-0.58
1.7139,-0.585
1.7167,-0.595
1.7194,-0.6
1.7222,-0.585
1.725,-0.585
1.7278,-0.59
1.7306,-0.61
1.7333,-0.615
1.7361,-0.61
1.7389,-0.605
1.7417,-0.615
1.7444,-0.62
1.7472,-0.63
1.75,-0.625
1.7528,-0.62
1.7556,-0.61
1.7583,-0.615
1.7611,-0.615
1.7639,-0.615
1.7667,-0.615
1.7694,-0.615
1.7722,-0.615
1.775,-0.61
1.7778,-0.615
1.7806,-0.615
1.7833,-0.605
1.7861,-0.625
1.7889,-0.61
1.7917,-0.605
1.7944,-0.59
1.7972,-0.6
1.8,-0.625
1.8028,-0.615
1.8056,-0.58
1.8083,-0.58
1.8111,-0.575
1.8139,-0.575
1.8167,-0.58
1.8194,-0.565
1.8222,-0.55
1.825,-0.54
1.8278,-0.54
1.8306,-0.545
1.8333,-0.56
1.8361,-0.535
1.8389,-0.525
1.8417,-0.525
1.8444,-0.535
1.8472,-0.53
1.85,-0.525
1.8528,-0.52
1.8556,-0.505
1.8583,-0.495
1.8611,-0.49
1.8639,-0.505
1.8667,-0.5
1.8694,-0.5
1.8722,-0.48
1.875,-0.455
1.8778,-0.465
1.8806,-0.475
1.8833,-0.47
1.8861,-0.455
1.8889,-0.45
1.8917,-0.44
1.8944,-0.44
1.8972,-0.455
1.9,-0.46
1.9028,-0.435
1.9056,-0.435
1.9083,-0.425
1.9111,-0.425
1.9139,-0.425
1.9167,-0.43
1.9194,-0.435
1.9222,-0.42
1.925,-0.42
1.9278,-0.405
1.9306,-0.405
1.9333,-0.405
1.9361,-0.395
1.9389,-0.39
1.9417,-0.39
1.9444,-0.375
1.9472,-0.385
1.95,-0.385
1.9528,-0.385
1.9556,-0.37
1.9583,-0.36
1.9611,-0.37
1.9639,-0.375
1.9667,-0.385
1.9694,-0.37
1.9722,-0.35
1.975,-0.34
1.9778,-0.345
1.9806,-0.36
1.9833,-0.35
1.9861,-0.34
1.9889,-0.335
1.9917,-0.31
1.9944,-0.32
1.9972,-0.32
2.0,-0.31
2.0028,-0.29
2.0056,-0.285
2.0083,-0.255
2.0111,-0.255
2.0139,-0.245
2.0167,-0.25
2.0194,-0.245
2.0222,-0.24
2.025,-0.21
2.0278,-0.24
2.0306,-0.225
2.0333,-0.225
2.0361,-0.215
2.0389,-0.195
2.0417,-0.18
2.0444,-0.19
2.0472,-0.175
2.05,-0.195
2.0528,-0.175
2.0556,-0.165
2.0583,-0.165
2.0611,-0.175
2.0639,-0.185
2.0667,-0.19
2.0694,-0.18
2.0722,-0.17
2.075,-0.16
2.0778,-0.16
2.0806,-0.165
2.0833,-0.17
2.0861,-0.17
2.0889,-0.155
2.0917,-0.16
2.0944,-0.16
2.0972,-0.16
2.1,-0.17
2.1028,-0.16
2.1056,-0.155
2.1083,-0.14
2.1111,-0.155
2.1139,-0.16
2.1167,-0.155
2.1194,-0.155
2.1222,-0.145
2.125,-0.145
2.1278,-0.135
2.1306,-0.145
2.1333,-0.16
2.1361,-0.15
2.1389,-0.145
2.1417,-0.15
2.1444,-0.15
2.1472,-0.155
2.15,-0.165
2.1528,-0.155
2.1556,-0.145
2.1583,-0.13
2.1611,-0.135
2.1639,-0.15
2.1667,-0.16
2.1694,-0.15
2.1722,-0.145
2.175,-0.14
2.1778,-0.13
2.1806,-0.145
2.1833,-0.15
2.1861,-0.145
2.1889,-0.13
2.1917,-0.15
2.1944,-0.15
2.1972,-0.145
2.2,-0.165
2.2028,-0.16
2.2056,-0.14
2.2083,-0.14
2.2111,-0.135
2.2139,-0.145
2.2167,-0.145
2.2194,-0.135
2.2222,-0.145
2.225,-0.125
2.2278,-0.135
2.2306,-0.135
2.2333,-0.145
2.2361,-0.135
2.2389,-0.145
2.2417,-0.135
2.2444,-0.125
2.2472,-0.145
2.25,-0.155
2.2528,-0.145
2.2556,-0.14
2.2583,-0.13
2.2611,-0.125
2.2639,-0.135
2.2667,-0.135
2.2694,-0.12
2.2722,-0.095
2.275,-0.09
2.2778,-0.085
2.2806,-0.125
2.2833,-0.14
2.2861,-0.13
2.2889,-0.15
2.2917,-0.145
2.2944,-0.15
2.2972,-0.18
2.3,-0.2
2.3028,-0.23
2.3056,-0.24
2.3083,-0.275
2.3111,-0.33
2.3139,-0.405
2.3167,-0.485
2.3194,-0.525
2.3222,-0.595
2.325,-0.68
2.3278,-0.775
2.3306,-0.91
2.3333,-1.04
2.3361,-1.09
2.3389,-1.1
2.3417,-1.05
2.3444,-1.02
2.3472,-0.975
2.35,-0.91
2.3528,-0.8
2.3556,-0.7
2.3583,-0.65
2.3611,-0.61
2.3639,-0.575
2.3667,-0.53
2.3694,-0.48
2.3722,-0.42
2.375,-0.37
2.3778,-0.335
2.3806,-0.305
2.3833,-0.27
2.3861,-0.19
2.3889,-0.13
2.3917,-0.075
2.3944,-0.055
2.3972,-0.045
2.4,-0.04
2.4028,-0.02
2.4056,-0.015
2.4083,-0.01
2.4111,0.0
2.4139,0.0
2.4167,-0.01
2.4194,0.0
2.4222,0.015
2.425,0.03
2.4278,0.02
2.4306,0.005
2.4333,0.0
2.4361,0.025
2.4389,0.035
2.4417,0.04
2.4444,0.05
2.4472,0.045
2.45,0.045
2.4528,0.05
2.4556,0.065
2.4583,0.065
2.4611,0.075
2.4639,0.06
2.4667,0.065
2.4694,0.08
2.4722,0.075
2.475,0.095
2.4778,0.09
2.4806,0.08
2.4833,0.085
2.4861,0.095
2.4889,0.105
2.4917,0.125
2.4944,0.105
2.4972,0.115
2.5,0.125
2.5028,0.135
2.5056,0.15
2.5083,0.155
2.5111,0.16
2.5139,0.155
2.5167,0.155
2.5194,0.165
2.5222,0.185
2.525,0.185
2.5278,0.17
2.5306,0.155
2.5333,0.165
2.5361,0.175
2.5389,0.195
2.5417,0.205
2.5444,0.215
2.5472,0.2
2.55,0.2
2.5528,0.205
2.5556,0.24
2.5583,0.25
2.5611,0.25
2.5639,0.245
2.5667,0.255
2.5694,0.255
2.5722,0.265
2.575,0.28
2.5778,0.285
2.5806,0.275
2.5833,0.27
2.5861,0.28
2.5889,0.285
2.5917,0.3
2.5944,0.285
2.5972,0.29
2.6,0.285
2.6028,0.31
2.6056,0.32
2.6083,0.33
2.6111,0.33
2.6139,0.31
2.6167,0.315
2.6194,0.31
2.6222,0.325
2.625,0.345
2.6278,0.33
2.6306,0.315
2.6333,0.32
2.6361,0.33
2.6389,0.335
2.6417,0.34
2.6444,0.335
2.6472,0.33
2.65,0.325
2.6528,0.32
2.6556,0.34
2.6583,0.35
2.6611,0.34
2.6639,0.33
2.6667,0.335
2.6694,0.345
2.6722,0.345
2.675,0.33
2.6778,0.345
2.6806,0.33
2.6833,0.335
2.6861,0.34
2.6889,0.35
2.6917,0.355
2.6944,0.345
2.6972,0.345
2.7,0.34
2.7028,0.35
2.7056,0.36
2.7083,0.36
2.7111,0.35
2.7139,0.35
2.7167,0.36
2.7194,0.36
2.7222,0.375
2.725,0.39
2.7278,0.375
2.7306,0.37
2.7333,0.365
2.7361,0.385
2.7389,0.4
2.7417,0.41
2.7444,0.415
2.7472,0.39
2.75,0.39
2.7528,0.415
2.7556,0.42
2.7583,0.435
2.7611,0.425
2.7639,0.42
2.7667,0.44
2.7694,0.455
2.7722,0.465
2.775,0.475
2.7778,0.47
2.7806,0.46
2.7833,0.46
2.7861,0.47
2.7889,0.49
2.7917,0.495
2.7944,0.49
2.7972,0.485
2.8,0.475
2.8028,0.49
2.8056,0.505
2.8083,0.5
2.8111,0.49
2.8139,0.475
2.8167,0.475
2.8194,0.485
2.8222,0.495
2.825,0.485
2.8278,0.475
2.8306,0.465
2.8333,0.455
2.8361,0.465
2.8389,0.46
2.8417,0.46
2.8444,0.445
2.8472,0.43
2.85,0.405
2.8528,0.4
2.8556,0.41
2.8583,0.405
2.8611,0.385
2.8639,0.365
2.8667,0.355
2.8694,0.355
2.8722,0.36
2.875,0.36
2.8778,0.36
2.8806,0.34
2.8833,0.33
2.8861,0.32
2.8889,0.325
2.8917,0.315
2.8944,0.29
2.8972,0.29
2.9,0.27
2.9028,0.275
2.9056,0.28
2.9083,0.275
2.9111,0.265
2.9139,0.26
2.9167,0.24
2.9194,0.245
2.9222,0.24
2.925,0.245
2.9278,0.245
2.9306,0.23
2.9333,0.235
2.9361,0.25
2.9389,0.25
2.9417,0.25
2.9444,0.235
2.9472,0.245
2.95,0.265
2.9528,0.3
2.9556,0.31
2.9583,0.29
2.9611,0.265
2.9639,0.24
2.9667,0.23
2.9694,0.23
2.9722,0.21
2.975,0.19
2.9778,0.145
2.9806,0.07
2.9833,-0.01
2.9861,-0.125
2.9889,-0.245
2.9917,-0.34
2.9944,-0.42
2.9972,-0.47
3.0,-0.505
3.0028,-0.535
3.0056,-0.535
3.0083,-0.545
3.0111,-0.54
3.0139,-0.55
3.0167,-0.575
3.0194,-0.6
3.0222,-0.63
3.025,-0.65
3.0278,-0.66
3.0306,-0.655
3.0333,-0.635
3.0361,-0.61
3.0389,-0.59
3.0417,-0.585
3.0444,-0.58
3.0472,-0.585
3.05,-0.58
3.0528,-0.555
3.0556,-0.53
3.0583,-0.53
3.0611,-0.54
3.0639,-0.53
3.0667,-0.525
3.0694,-0.535
3.0722,-0.52
3.075,-0.505
3.0778,-0.51
3.0806,-0.525
3.0833,-0.515
3.0861,-0.505
3.0889,-0.47
3.0917,-0.475
3.0944,-0.465
3.0972,-0.465
3.1,-0.475
3.1028,-0.45
3.1056,-0.425
3.1083,-0.425
3.1111,-0.44
3.1139,-0.45
3.1167,-0.465
3.1194,-0.425
3.1222,-0.415
3.125,-0.405
3.1278,-0.415
3.1306,-0.435
3.1333,-0.43
3.1361,-0.42
3.1389,-0.405
3.1417,-0.395
3.1444,-0.405
3.1472,-0.41
3.15,-0.42
3.1528,-0.405
3.1556,-0.385
3.1583,-0.385
3.1611,-0.38
3.1639,-0.395
3.1667,-0.405
3.1694,-0.39
3.1722,-0.38
3.175,-0.36
3.1778,-0.36
3.1806,-0.365
3.1833,-0.38
3.1861,-0.35
3.1889,-0.34
3.1917,-0.345
3.1944,-0.35
3.1972,-0.345
3.2,-0.35
3.2028,-0.34
3.2056,-0.33
3.2083,-0.335
3.2111,-0.33
3.2139,-0.33
3.2167,-0.325
3.2194,-0.315
3.2222,-0.315
3.225,-0.3
3.2278,-0.295
3.2306,-0.31
3.2333,-0.31
3.2361,-0.295
3.2389,-0.27
3.2417,-0.28
3.2444,-0.28
3.2472,-0.3
3.25,-0.295
3.2528,-0.275
3.2556,-0.27
3.2583,-0.26
3.2611,-0.27
3.2639,-0.265
3.2667,-0.27
3.2694,-0.285
3.2722,-0.265
3.275,-0.245
3.2778,-0.24
3.2806,-0.23
3.2833,-0.225
3.2861,-0.21
3.2889,-0.195
3.2917,-0.2
3.2944,-0.21
3.2972,-0.23
3.3,-0.23
3.3028,-0.23
3.3056,-0.215
3.3083,-0.21
3.3111,-0.23
3.3139,-0.255
3.3167,-0.275
3.3194,-0.285
3.3222,-0.305
3.325,-0.315
3.3278,-0.33
3.3306,-0.335
3.3333,-0.365
3.3361,-0.35
3.3389,-0.36
3.3417,-0.37
3.3444,-0.41
3.3472,-0.43
3.35,-0.435
3.3528,-0.46
3.3556,-0.485
3.3583,-0.53
3.3611,-0.58
3.3639,-0.635
3.3667,-0.655
3.3694,-0.675
3.3722,-0.665
3.375,-0.645
3.3778,-0.615
3.3806,-0.58
3.3833,-0.55
3.3861,-0.505
3.3889,-0.46
3.3917,-0.445
3.3944,-0.42
3.3972,-0.41
3.4,-0.38
3.4028,-0.31
3.4056,-0.24
3.4083,-0.175
3.4111,-0.14
3.4139,-0.13
3.4167,-0.095
3.4194,-0.04
3.4222,-0.005
3.425,-0.01
3.4278,-0.04
3.4306,-0.1
3.4333,-0.155
3.4361,-0.205
3.4389,-0.235
3.4417,-0.245
3.4444,-0.27
3.4472,-0.3
3.45,-0.285
3.4528,-0.285
3.4556,-0.27
3.4583,-0.26
3.4611,-0.27
3.4639,-0.29
3.4667,-0.285
3.4694,-0.26
3.4722,-0.23
3.475,-0.2
3.4778,-0.195
3.4806,-0.21
3.4833,-0.19
3.4861,-0.165
3.4889,-0.145
3.4917,-0.14
3.4944,-0.14
3.4972,-0.145
3.5,-0.12
3.5028,-0.12
3.5056,-0.085
3.5083,-0.07
3.5111,-0.07
3.5139,-0.075
3.5167,-0.075
3.5194,-0.06
3.5222,-0.055
3.525,-0.045
3.5278,-0.03
3.5306,-0.025
3.5333,-0.035
3.5361,-0.045
3.5389,-0.025
3.5417,-0.015
3.5444,-0.015
3.5472,-0.015
3.55,-0.02
3.5528,0.0
3.5556,0.025
3.5583,0.03
3.5611,0.02
3.5639,0.005
3.5667,0.02
3.5694,0.03
3.5722,0.04
3.575,0.045
3.5778,0.04
3.5806,0.045
3.5833,0.055
3.5861,0.065
3.5889,0.075
3.5917,0.08
3.5944,0.08
3.5972,0.07
3.6,0.075
3.6028,0.09
3.6056,0.105
3.6083,0.11
3.6111,0.11
3.6139,0.105
3.6167,0.12
3.6194,0.12
3.6222,0.15
3.625,0.155
3.6278,0.14
3.6306,0.12
3.6333,0.105
3.6361,0.1
3.6389,0.085
3.6417,0.04
3.6444,0.0
3.6472,-0.05
3.65,-0.085
3.6528,-0.105
3.6556,-0.12
3.6583,-0.155
3.6611,-0.2
3.6639,-0.24
3.6667,-0.285
3.6694,-0.315
3.6722,-0.35
3.675,-0.39
3.6778,-0.45
3.6806,-0.495
3.6833,-0.54
3.6861,-0.575
3.6889,-0.61
3.6917,-0.67
3.6944,-0.73
3.6972,-0.82
3.7,-0.905
3.7028,-0.955
3.7056,-0.995
3.7083,-1.02
3.7111,-1.07
3.7139,-1.08
3.7167,-1.075
3.7194,-1.06
3.7222,-1.04
3.725,-1.015
3.7278,-0.965
3.7306,-0.93
3.7333,-0.885
3.7361,-0.825
3.7389,-0.745
3.7417,-0.705
3.7444,-0.66
3.7472,-0.62
3.75,-0.555
3.7528,-0.5
3.7556,-0.465
3.7583,-0.445
3.7611,-0.445
3.7639,-0.435
3.7667,-0.45
3.7694,-0.425
3.7722,-0.385
3.775,-0.345
3.7778,-0.32
3.7806,-0.29
3.7833,-0.265
3.7861,-0.24
3.7889,-0.19
3.7917,-0.155
3.7944,-0.155
3.7972,-0.13
3.8,-0.135
3.8028,-0.12
3.8056,-0.105
3.8083,-0.09
3.8111,-0.095
3.8139,-0.09
3.8167,-0.08
3.8194,-0.05
3.8222,-0.035
3.825,-0.025
3.8278,-0.02
3.8306,-0.015
3.8333,0.005
3.8361,0.035
3.8389,0.07
3.8417,0.085
3.8444,0.095
3.8472,0.085
3.85,0.09
3.8528,0.115
3.8556,0.13
3.8583,0.13
3.8611,0.12
3.8639,0.115
3.8667,0.125
3.8694,0.145
3.8722,0.165
3.875,0.185
3.8778,0.165
3.8806,0.175
3.8833,0.18
3.8861,0.195
3.8889,0.22
3.8917,0.225
3.8944,0.225
3.8972,0.235
3.9,0.235
3.9028,0.255
3.9056,0.28
3.9083,0.29
3.9111,0.29
3.9139,0.285
3.9167,0.29
3.9194,0.3
3.9222,0.32
3.925,0.35
3.9278,0.35
3.9306,0.345
3.9333,0.35
3.9361,0.355
3.9389,0.365
3.9417,0.38
3.9444,0.38
3.9472,0.36
3.95,0.38
3.9528,0.395
3.9556,0.405
3.9583,0.4
3.9611,0.375
3.9639,0.35
3.9667,0.32
3.9694,0.3
3.9722,0.275
3.975,0.24
3.9778,0.18
3.9806,0.125
3.9833,0.07
3.9861,0.01
3.9889,-0.025
3.9917,-0.085
3.9944,-0.165
3.9972,-0.22
4.0,-0.27
4.0028,-0.28
4.0056,-0.31
4.0083,-0.355
4.0111,-0.43
4.0139,-0.47
4.0167,-0.5
4.0194,-0.525
4.0222,-0.545
4.025,-0.59
4.0278,-0.645
4.0306,-0.685
4.0333,-0.72
4.0361,-0.75
4.0389,-0.77
4.0417,-0.81
4.0444,-0.865
4.0472,-0.905
4.05,-0.93
4.0528,-0.94
4.0556,-0.94
4.0583,-0.94
4.0611,-0.945
4.0639,-0.93
4.0667,-0.925
4.0694,-0.89
4.0722,-0.845
4.075,-0.825
4.0778,-0.815
4.0806,-0.805
4.0833,-0.765
4.0861,-0.735
